Point ID,Date/Time,Max,Min
parameter_0,2018-06-14 15:41:18,77.4749101479524,81.48178889385753
parameter_1,2018-06-14 15:41:30,81.50446594755701,77.49119371489692
parameter_2,2018-06-14 15:41:41,80.53846981822824,77.80879996815008
parameter_3,2018-06-14 15:38:45,74.78185985661939,69.77557917911354
parameter_4,2018-06-14 15:38:58,77.56384264974712,83.14316171460834
parameter_5,2018-06-14 15:39:12,80.71738151671934,81.89405648053463
parameter_6,2018-06-14 15:42:04,78.19411927343859,74.0745418352832
parameter_7,2018-06-14 15:39:30,79.5558133916123,84.79366089766555
parameter_8,2018-06-14 15:42:18,85.42202823257246,85.4188237213284
parameter_9,2018-06-14 15:42:30,83.1771259685002,79.82306267461355
parameter_10,2018-06-14 15:42:44,82.59852953742602,83.38983431118814
parameter_11,2018-06-14 15:40:13,87.63609816166344,79.5388424577572
parameter_12,2018-06-14 15:40:25,82.59397986932629,78.81398910580478
parameter_13,2018-06-14 15:40:38,75.16922744533524,79.3124271151864
parameter_14,2018-06-14 15:43:03,87.865759809144,88.316783691375
parameter_15,2018-06-14 15:40:52,80.68310201138485,77.64693094446032
parameter_16,2018-06-14 15:43:11,92.10077466560568,85.54592915042537
parameter_17,2018-06-14 15:43:21,83.72110125867334,88.78641136882989
parameter_18,2018-06-14 15:43:53,88.07101988147015,76.98843527451442
parameter_19,2018-06-14 15:41:05,80.16024968187595,77.18153800258888
