Point ID,Date/Time,Max,Min
parameter_0,2018-01-31 10:28:26,76.51708143677232,69.35800971189279
parameter_1,2018-01-31 10:28:36,90.30228917213886,84.6822115625743
parameter_2,2018-01-31 10:28:46,73.62847092814974,69.57409160949403
parameter_3,2018-01-31 10:26:35,83.19963014369168,87.12857148456052
parameter_4,2018-01-31 10:26:43,76.72284822330997,75.20363092209747
parameter_5,2018-01-31 10:26:52,71.90383630680485,74.73379670861141
parameter_6,2018-01-31 10:29:04,80.10720429877598,80.69518670474476
parameter_7,2018-01-31 10:27:08,82.17899948689374,84.5528312865672
parameter_8,2018-01-31 10:29:16,78.43398778730135,77.38800256102074
parameter_9,2018-01-31 10:29:32,86.73230449193743,91.88837128058627
parameter_10,2018-01-31 10:29:56,87.21244796619564,87.36047220881555
parameter_11,2018-01-31 10:27:19,71.91953055083351,72.40294052763983
parameter_12,2018-01-31 10:27:32,89.97862903330618,84.96923019216106
parameter_13,2018-01-31 10:27:45,81.3700269717877,75.09572416035381
parameter_14,2018-01-31 10:30:11,87.31048291474107,81.07566742299126
parameter_15,2018-01-31 10:27:55,72.95354244714758,72.60034165804416
parameter_16,2018-01-31 10:30:22,89.71171720148327,92.04500903317232
parameter_17,2018-01-31 10:30:30,81.06917975606231,85.33846723648419
parameter_18,2018-01-31 10:31:15,87.7601523802918,92.16012825930699
parameter_19,2018-01-31 10:28:11,80.80231673939974,84.94151192955421
