Point ID,Date/Time,Max,Min
parameter_0,2018-01-10 14:36:08,79.96756413320514,86.10134668465182
parameter_1,2018-01-10 14:36:22,92.52329147458563,91.13396139039239
parameter_2,2018-01-10 14:36:35,84.71567856195237,78.23186605650851
parameter_3,2018-01-10 14:33:24,93.8461498768808,88.97748412905929
parameter_4,2018-01-10 14:33:39,88.8051265951673,88.34292541302524
parameter_5,2018-01-10 14:33:58,80.71172191966625,74.85089697280452
parameter_6,2018-01-10 14:36:58,93.23024378127796,88.10391051732326
parameter_7,2018-01-10 14:34:21,85.8428224971529,85.3387239111836
parameter_8,2018-01-10 14:37:10,94.11423097072246,96.23634242692378
parameter_9,2018-01-10 14:37:23,86.50862497266242,87.6747131777849
parameter_10,2018-01-10 14:37:40,88.40430065481776,89.66513002881096
parameter_11,2018-01-10 14:34:41,94.39683596341843,94.41419457595643
parameter_12,2018-01-10 14:35:04,87.48225368828146,90.00677439500353
parameter_13,2018-01-10 14:35:20,83.96532552933026,84.10940014534444
parameter_14,2018-01-10 14:39:02,88.20762689673592,86.3242706622896
parameter_15,2018-01-10 14:35:35,85.36370576739174,84.91197808309819
parameter_16,2018-01-10 14:39:16,99.21391253750892,93.90092901340064
parameter_17,2018-01-10 14:39:27,79.96248279287772,78.1106001064273
parameter_18,2018-01-10 14:40:14,18.593307521538172,15.13301696808091
parameter_19,2018-01-10 14:35:50,87.21242513476113,86.0609432025269
