Point ID,Date/Time,Max,Min
parameter_0,2018-01-30 10:42:43,61.756196102865864,65.61608717472313
parameter_1,2018-01-30 10:42:55,59.16304094658567,67.06603822217934
parameter_2,2018-01-30 10:43:07,29.34675708668973,22.527504399045217
parameter_3,2018-01-30 10:40:42,87.40872065192487,84.61387436236411
parameter_4,2018-01-30 10:40:50,82.04277544472994,83.01306308515318
parameter_5,2018-01-30 10:41:01,71.42050628759917,80.7926800207171
parameter_6,2018-01-30 10:43:28,73.67657242192571,81.57019672097096
parameter_7,2018-01-30 10:41:19,77.50854916703626,69.00704464406878
parameter_8,2018-01-30 10:43:42,82.40057600641074,81.49284031292952
parameter_9,2018-01-30 10:43:52,60.6511930965132,63.51290659972619
parameter_10,2018-01-30 10:44:09,87.63394448018916,82.29625974136998
parameter_11,2018-01-30 10:41:31,72.82677041605328,67.15570339943825
parameter_12,2018-01-30 10:41:46,75.24368667778346,75.56919788629878
parameter_13,2018-01-30 10:41:58,66.99946120377267,69.91233037435299
parameter_14,2018-01-30 10:44:26,80.19800677547563,70.78350051628001
parameter_15,2018-01-30 10:42:16,58.44973976676996,52.179956305529245
parameter_16,2018-01-30 10:44:39,54.78122829741116,60.91065941470049
parameter_17,2018-01-30 10:44:50,73.17710412486606,72.30129304826822
parameter_18,2018-01-30 10:45:44,69.76654325680715,67.21540480134257
parameter_19,2018-01-30 10:42:28,44.32214974170004,51.827919663346314
