Point ID,Date/Time,Max,Min
parameter_0,2019-04-26 15:41:15,72.56791731248622,79.57048174437281
parameter_1,2019-04-26 15:41:27,82.76748257746142,86.6599281225098
parameter_2,2019-04-26 15:42:02,79.77825598142074,78.70581940516294
parameter_3,2019-04-26 15:38:47,83.49382234416157,75.0056772090649
parameter_4,2019-04-26 15:38:59,84.73434470685191,80.6329302167015
parameter_5,2019-04-26 15:39:11,84.24222449615225,83.28464023506123
parameter_6,2019-04-26 15:42:20,89.27046850620604,89.95825619615253
parameter_7,2019-04-26 15:39:29,80.29653070299138,83.25416893636354
parameter_8,2019-04-26 15:42:31,94.72054814504075,88.70290363389614
parameter_9,2019-04-26 15:42:47,84.64422782651658,85.78004295186098
parameter_10,2019-04-26 15:43:00,89.96411761102165,87.34808291617422
parameter_11,2019-04-26 15:39:42,92.53691213285771,91.74552542701527
parameter_12,2019-04-26 15:39:53,90.64331111787547,95.13512612852753
parameter_13,2019-04-26 15:40:13,81.6171323219203,89.36760907248048
parameter_14,2019-04-26 15:43:22,77.88887304953805,83.66534458260959
parameter_15,2019-04-26 15:40:34,90.89779478565187,90.79500912756255
parameter_16,2019-04-26 15:43:30,82.92701182272388,88.073120132794
parameter_17,2019-04-26 15:43:39,84.70749949817458,86.60649024799962
parameter_18,2019-04-26 15:44:45,89.37031960890059,90.15814242112475
parameter_19,2019-04-26 15:40:59,89.16115506776016,81.09377341447747
