Point ID,Date/Time,Max,Min
parameter_0,2019-01-08 12:39:42,46.103941688154414,48.264944814736424
parameter_1,2019-01-08 12:39:51,45.414596287486944,46.03831724849072
parameter_2,2019-01-08 12:40:01,47.10257886878583,48.74615207307374
parameter_3,2019-01-08 12:38:01,54.59802441555797,55.824210588541455
parameter_4,2019-01-08 12:38:13,51.79068069335108,49.05270967586877
parameter_5,2019-01-08 12:38:25,51.01583913893813,49.413139964431515
parameter_6,2019-01-08 12:40:15,62.625675386891075,65.91325138944326
parameter_7,2019-01-08 12:38:40,40.12808134055783,39.986073503441666
parameter_8,2019-01-08 12:40:24,65.83929029036325,63.33416462540396
parameter_9,2019-01-08 12:40:35,61.04013500311101,62.954292046339035
parameter_10,2019-01-08 12:40:49,62.21309210585007,57.42498404825714
parameter_11,2019-01-08 12:38:53,44.996538859169526,47.32409686600526
parameter_12,2019-01-08 12:39:04,40.063715014160415,41.00726711678345
parameter_13,2019-01-08 12:39:13,38.39528230185743,34.96225957234979
parameter_14,2019-01-08 12:41:02,52.38351140796567,50.94513301344336
parameter_15,2019-01-08 12:39:23,39.500898401993844,35.882980206065604
parameter_16,2019-01-08 12:41:09,60.77594967008114,57.841405474898885
parameter_17,2019-01-08 12:41:19,51.0401119733801,47.67765408847712
parameter_18,2019-01-08 12:42:01,19.472620215015887,21.654934021165072
parameter_19,2019-01-08 12:39:32,45.62324072283914,42.013972792878285
