Point ID,Date/Time,Max,Min
parameter_0,2018-05-21 16:20:13,64.7787921873959,57.84318633978113
parameter_1,2018-05-21 16:20:45,59.86731706279929,60.43629504004752
parameter_2,2018-05-21 16:20:56,61.827645570414695,67.17435432312487
parameter_3,2018-05-21 16:17:49,80.91927505371117,81.01311162171271
parameter_4,2018-05-21 16:17:59,77.44608792747339,79.18685338385097
parameter_5,2018-05-21 16:18:10,74.16603459248064,78.87491712918991
parameter_6,2018-05-21 16:21:17,63.765571980090606,60.600679703192746
parameter_7,2018-05-21 16:18:27,76.48518847118112,73.44256335838732
parameter_8,2018-05-21 16:21:28,66.62905148060374,64.56358634052786
parameter_9,2018-05-21 16:21:39,70.04823685442564,70.58168028463008
parameter_10,2018-05-21 16:21:54,53.492781827680034,58.887048599220456
parameter_11,2018-05-21 16:18:39,65.44277985435289,68.10089159804238
parameter_12,2018-05-21 16:18:50,61.585027048207685,64.70181756557423
parameter_13,2018-05-21 16:19:01,52.72692465893853,56.23289166280858
parameter_14,2018-05-21 16:22:41,54.95804585919464,51.821922020638254
parameter_15,2018-05-21 16:19:22,53.32789884645812,53.38017970203268
parameter_16,2018-05-21 16:23:18,62.87706416739092,60.29440749451137
parameter_17,2018-05-21 16:23:31,45.16108961554045,35.53719946169663
parameter_18,2018-05-21 16:24:39,69.52552219269509,69.34404207002295
parameter_19,2018-05-21 16:19:32,62.26338480785637,58.868374539527004
