Point ID,Date/Time,Max,Min
parameter_0,2018-10-10 13:33:51,52.34247210268876,51.23125222241233
parameter_1,2018-10-10 13:34:13,64.55390765312823,61.269167502686635
parameter_2,2018-10-10 13:34:24,39.78836977810029,45.685977353362304
parameter_3,2018-10-10 13:32:19,59.151596381214326,62.071058976231996
parameter_4,2018-10-10 13:32:27,56.989894017517365,55.733683978780086
parameter_5,2018-10-10 13:32:37,59.87941029965759,64.21292935559302
parameter_6,2018-10-10 13:34:33,69.38891261454397,67.85100193190686
parameter_7,2018-10-10 13:32:48,57.308063386382976,61.23909341122491
parameter_8,2018-10-10 13:34:51,64.04329122006116,69.54427814846383
parameter_9,2018-10-10 13:35:07,67.36435903474978,53.96807900644447
parameter_10,2018-10-10 13:35:19,60.023457639328846,57.868272489908826
parameter_11,2018-10-10 13:32:57,60.94252446744578,63.63294878211986
parameter_12,2018-10-10 13:33:07,40.454041746019556,43.55381326049442
parameter_13,2018-10-10 13:33:17,47.90755055395919,46.79709270017006
parameter_14,2018-10-10 13:35:27,58.44564003020254,57.4618329743479
parameter_15,2018-10-10 13:33:31,53.782470917375356,51.23372687230336
parameter_16,2018-10-10 13:35:33,50.0346812070235,40.98484225029928
parameter_17,2018-10-10 13:35:34,65.1729835516882,63.70982704099312
parameter_18,2018-10-10 13:35:40,67.7238817708881,69.2725235099439
parameter_19,2018-10-10 13:33:41,46.39129223135662,46.8561496226283
