Point ID,Date/Time,Max,Min
parameter_0,2018-01-22 11:08:02,43.52794659225077,42.411129199623865
parameter_1,2018-01-22 11:08:12,39.19946265024486,36.728719856572816
parameter_2,2018-01-22 11:08:20,41.54868196626265,36.9447591591532
parameter_3,2018-01-22 11:06:14,77.67111616813855,77.7856047177302
parameter_4,2018-01-22 11:06:30,72.4394372844265,65.4383311866408
parameter_5,2018-01-22 11:06:43,64.19397052154036,75.74297206053551
parameter_6,2018-01-22 11:08:37,57.96836804196081,57.59346217363476
parameter_7,2018-01-22 11:06:57,46.53062162354111,45.82680723445007
parameter_8,2018-01-22 11:08:47,46.986889997943194,47.726574567548816
parameter_9,2018-01-22 11:08:58,53.27804276757468,52.521104039261346
parameter_10,2018-01-22 11:09:13,52.67068552252968,48.80305224790148
parameter_11,2018-01-22 11:07:07,45.07321464322078,44.396566387825224
parameter_12,2018-01-22 11:07:17,40.586098922388786,45.180579392426196
parameter_13,2018-01-22 11:07:28,51.894846601841664,44.07972178859376
parameter_14,2018-01-22 11:09:27,50.83227150038309,54.409709539501684
parameter_15,2018-01-22 11:07:40,46.30241944738529,45.44635469540467
parameter_16,2018-01-22 11:09:34,50.993886917707336,50.25640435892307
parameter_17,2018-01-22 11:09:44,51.277687171046495,49.43190997064402
parameter_18,2018-01-22 11:09:55,45.14312691308486,40.84302643960934
parameter_19,2018-01-22 11:07:50,50.6540908089838,50.51408951816959
