Point ID,Date/Time,Max,Min
parameter_0,2018-04-17 15:29:49,62.90762460060522,62.25641849479977
parameter_1,2018-04-17 15:30:01,48.61863506730787,48.56581895352038
parameter_2,2018-04-17 15:30:26,78.7989791476331,74.33279427991451
parameter_3,2018-04-17 15:26:55,54.356070537633165,50.530354190045585
parameter_4,2018-04-17 15:27:10,58.97813349501662,65.75408995452501
parameter_5,2018-04-17 15:27:25,63.00299350217914,68.38476734113674
parameter_6,2018-04-17 15:30:52,27.917809938942177,34.261619506672986
parameter_7,2018-04-17 15:27:53,75.23235671693377,76.81688883137542
parameter_8,2018-04-17 15:31:05,24.60963665529356,31.26118168180111
parameter_9,2018-04-17 15:31:20,31.80970278760546,27.28806186920509
parameter_10,2018-04-17 15:31:33,37.18072832429832,38.35666957729006
parameter_11,2018-04-17 15:28:12,64.59538447978629,64.22405835325304
parameter_12,2018-04-17 15:28:30,71.45988615462586,64.45094253919422
parameter_13,2018-04-17 15:28:50,73.00009482486495,80.03420676221405
parameter_14,2018-04-17 15:31:52,28.277042182633824,35.725361449365366
parameter_15,2018-04-17 15:29:20,66.68406298387433,68.58670968685182
parameter_16,2018-04-17 15:32:17,40.504423320725685,32.51735813146375
parameter_17,2018-04-17 15:32:29,32.17282210891251,36.30536447196026
parameter_18,2018-04-17 15:33:13,36.42718440393792,35.94943362953218
parameter_19,2018-04-17 15:29:36,78.88768544643783,82.2028468716071
