Point ID,Date/Time,Max,Min
parameter_0,2019-07-30 15:08:28,74.97442185968669,71.63696439550748
parameter_1,2019-07-30 15:08:36,82.2565799003602,80.9592914835652
parameter_2,2019-07-30 15:08:44,79.21664707102964,81.04845238110636
parameter_3,2019-07-30 15:07:03,91.00409565252713,87.76956604892081
parameter_4,2019-07-30 15:07:10,87.56730797343023,85.98804913764761
parameter_5,2019-07-30 15:07:18,85.9145943073403,84.95053105395957
parameter_6,2019-07-30 15:08:58,93.55928725616123,88.43759230985145
parameter_7,2019-07-30 15:07:30,84.4043174902277,82.53416867106462
parameter_8,2019-07-30 15:09:05,92.68251867985151,93.068582798092
parameter_9,2019-07-30 15:09:12,90.49755982479395,85.16777718024622
parameter_10,2019-07-30 15:09:22,87.0643560450447,91.75147112523945
parameter_11,2019-07-30 15:07:41,85.7943703112612,81.44827933260136
parameter_12,2019-07-30 15:07:49,80.80726873754672,79.49375899049048
parameter_13,2019-07-30 15:07:56,77.50781191374796,83.91195872955274
parameter_14,2019-07-30 15:09:33,88.95167561795071,84.5981637241945
parameter_15,2019-07-30 15:08:10,84.5730554140986,77.07634351149972
parameter_16,2019-07-30 15:09:42,90.78852139612307,86.53950428021176
parameter_17,2019-07-30 15:09:55,90.0656074217072,90.12790760725736
parameter_18,2019-07-30 15:10:35,66.16047159614968,72.71003178503861
parameter_19,2019-07-30 15:08:18,80.44574809570493,87.07712116477313
