Point ID,Date/Time,Max,Min
parameter_0,2018-11-13 13:52:09,47.2952495891734,43.31020692407311
parameter_1,2018-11-13 13:52:56,66.29032215604377,63.36246228406921
parameter_2,2018-11-13 13:53:24,50.69725317475155,54.045430303010654
parameter_3,2018-11-13 13:49:37,75.2669042934159,73.08064806811889
parameter_4,2018-11-13 13:49:48,74.67797741810033,71.73729806564826
parameter_5,2018-11-13 13:49:59,72.13200491947079,68.58537847284639
parameter_6,2018-11-13 13:53:41,65.65460877495549,58.87985964233067
parameter_7,2018-11-13 13:50:22,64.55448682219317,70.11792581133162
parameter_8,2018-11-13 13:53:56,59.204717525563424,61.248771136687445
parameter_9,2018-11-13 13:54:10,57.229333598965134,55.69844533579456
parameter_10,2018-11-13 13:54:22,64.17382869349987,62.39131629122789
parameter_11,2018-11-13 13:50:37,71.04261713595058,74.5704677568132
parameter_12,2018-11-13 13:50:49,59.39798843481007,58.24544511311081
parameter_13,2018-11-13 13:51:03,63.41457595567615,64.5703853029912
parameter_14,2018-11-13 13:54:51,31.530533790682938,24.969273652470388
parameter_15,2018-11-13 13:51:13,18.780866461704086,15.620825076729625
parameter_16,2018-11-13 13:54:59,22.529108727918658,18.807538564498103
parameter_17,2018-11-13 13:55:09,26.056284469596516,26.890785066163886
parameter_18,2018-11-13 13:55:50,61.344207798601005,54.69960221964449
parameter_19,2018-11-13 13:51:23,70.0796386112236,65.14276463082726
